timestamp;nodo;carico_kw;fv_kw;stato_attuale_prelievo_kw;stato_attuale_immissione_kw;fv_prelievo_kw;fv_immissione_kw;fv_accumulo_autoconsumo_prelievo_kw;fv_accumulo_autoconsumo_immissione_kw;fv_accumulo_riduzione_picchi_prelievo_kw;fv_accumulo_riduzione_picchi_immissione_kw;auto_soc_pct;picchi_soc_pct
2026-06-15T00:00;MI;231.0;0.0;231.0;0.0;231.0;0.0;231.0;0.0;241.1;0.0;10.0;83.0
2026-06-15T00:15;MI;230.1;0.0;230.1;0.0;230.1;0.0;230.1;0.0;241.1;0.0;10.0;84.3
2026-06-15T00:30;MI;229.3;0.0;229.3;0.0;229.3;0.0;229.3;0.0;241.1;0.0;10.0;85.7
2026-06-15T00:45;MI;228.7;0.0;228.7;0.0;228.7;0.0;228.7;0.0;241.1;0.0;10.0;87.1
2026-06-15T01:00;MI;228.2;0.0;228.2;0.0;228.2;0.0;228.2;0.0;241.1;0.0;10.0;88.6
2026-06-15T01:15;MI;227.9;0.0;227.9;0.0;227.9;0.0;227.9;0.0;240.5;0.0;10.0;90.0
2026-06-15T01:30;MI;227.8;0.0;227.8;0.0;227.8;0.0;227.8;0.0;227.8;0.0;10.0;90.0
2026-06-15T01:45;MI;227.8;0.0;227.8;0.0;227.8;0.0;227.8;0.0;227.8;0.0;10.0;90.0
2026-06-15T02:00;MI;227.9;0.0;227.9;0.0;227.9;0.0;227.9;0.0;227.9;0.0;10.0;90.0
2026-06-15T02:15;MI;228.2;0.0;228.2;0.0;228.2;0.0;228.2;0.0;228.2;0.0;10.0;90.0
2026-06-15T02:30;MI;228.6;0.0;228.6;0.0;228.6;0.0;228.6;0.0;228.6;0.0;10.0;90.0
2026-06-15T02:45;MI;229.2;0.0;229.2;0.0;229.2;0.0;229.2;0.0;229.2;0.0;10.0;90.0
2026-06-15T03:00;MI;229.9;0.0;229.9;0.0;229.9;0.0;229.9;0.0;229.9;0.0;10.0;90.0
2026-06-15T03:15;MI;230.8;0.0;230.8;0.0;230.8;0.0;230.8;0.0;230.8;0.0;10.0;90.0
2026-06-15T03:30;MI;231.7;0.0;231.7;0.0;231.7;0.0;231.7;0.0;231.7;0.0;10.0;90.0
2026-06-15T03:45;MI;232.8;0.0;232.8;0.0;232.8;0.0;232.8;0.0;232.8;0.0;10.0;90.0
2026-06-15T04:00;MI;233.9;0.0;233.9;0.0;233.9;0.0;233.9;0.0;233.9;0.0;10.0;90.0
2026-06-15T04:15;MI;235.1;0.0;235.1;0.0;235.1;0.0;235.1;0.0;235.1;0.0;10.0;90.0
2026-06-15T04:30;MI;236.4;0.0;236.4;0.0;236.4;0.0;236.4;0.0;236.4;0.0;10.0;90.0
2026-06-15T04:45;MI;237.8;0.0;237.8;0.0;237.8;0.0;237.8;0.0;237.8;0.0;10.0;90.0
2026-06-15T05:00;MI;239.1;0.0;239.1;0.0;239.1;0.0;239.1;0.0;239.1;0.0;10.0;90.0
2026-06-15T05:15;MI;240.5;0.0;240.5;0.0;240.5;0.0;240.5;0.0;240.5;0.0;10.0;90.0
2026-06-15T05:30;MI;241.9;0.0;241.9;0.0;241.9;0.0;241.9;0.0;241.9;0.0;10.0;90.0
2026-06-15T05:45;MI;243.3;2.0;243.3;0.0;241.2;0.0;241.2;0.0;241.2;0.0;10.0;90.0
2026-06-15T06:00;MI;244.7;5.0;244.7;0.0;239.6;0.0;239.6;0.0;239.6;0.0;10.0;90.0
2026-06-15T06:15;MI;246.0;8.5;246.0;0.0;237.5;0.0;237.5;0.0;237.5;0.0;10.0;90.0
2026-06-15T06:30;MI;247.4;12.3;247.4;0.0;235.1;0.0;235.1;0.0;235.1;0.0;10.0;90.0
2026-06-15T06:45;MI;248.8;16.3;248.8;0.0;232.4;0.0;232.4;0.0;232.4;0.0;10.0;90.0
2026-06-15T07:00;MI;250.1;20.6;250.1;0.0;229.5;0.0;229.5;0.0;229.5;0.0;10.0;90.0
2026-06-15T07:15;MI;251.4;24.9;251.4;0.0;226.5;0.0;226.5;0.0;226.5;0.0;10.0;90.0
2026-06-15T07:30;MI;252.7;29.3;252.7;0.0;223.5;0.0;223.5;0.0;223.5;0.0;10.0;90.0
2026-06-15T07:45;MI;254.0;33.7;254.0;0.0;220.3;0.0;220.3;0.0;220.3;0.0;10.0;90.0
2026-06-15T08:00;MI;255.3;38.2;255.3;0.0;217.1;0.0;217.1;0.0;217.1;0.0;10.0;90.0
2026-06-15T08:15;MI;256.6;42.5;256.6;0.0;214.1;0.0;214.1;0.0;214.1;0.0;10.0;90.0
2026-06-15T08:30;MI;257.9;46.1;257.9;0.0;211.8;0.0;211.8;0.0;211.8;0.0;10.0;90.0
2026-06-15T08:45;MI;259.1;49.3;259.1;0.0;209.8;0.0;209.8;0.0;209.8;0.0;10.0;90.0
2026-06-15T09:00;MI;260.4;52.9;260.4;0.0;207.5;0.0;207.5;0.0;207.5;0.0;10.0;90.0
2026-06-15T09:15;MI;261.6;57.2;261.6;0.0;204.4;0.0;204.4;0.0;204.4;0.0;10.0;90.0
2026-06-15T09:30;MI;262.8;62.3;262.8;0.0;200.6;0.0;200.6;0.0;200.6;0.0;10.0;90.0
2026-06-15T09:45;MI;264.0;67.5;264.0;0.0;196.5;0.0;196.5;0.0;196.5;0.0;10.0;90.0
2026-06-15T10:00;MI;265.2;71.6;265.2;0.0;193.6;0.0;193.6;0.0;193.6;0.0;10.0;90.0
2026-06-15T10:15;MI;266.4;73.9;266.4;0.0;192.5;0.0;192.5;0.0;192.5;0.0;10.0;90.0
2026-06-15T10:30;MI;267.6;76.6;267.6;0.0;191.0;0.0;191.0;0.0;191.0;0.0;10.0;90.0
2026-06-15T10:45;MI;268.8;79.8;268.8;0.0;189.0;0.0;189.0;0.0;189.0;0.0;10.0;90.0
2026-06-15T11:00;MI;269.9;83.3;269.9;0.0;186.5;0.0;186.5;0.0;186.5;0.0;10.0;90.0
2026-06-15T11:15;MI;271.0;86.7;271.0;0.0;184.3;0.0;184.3;0.0;184.3;0.0;10.0;90.0
2026-06-15T11:30;MI;272.1;88.9;272.1;0.0;183.2;0.0;183.2;0.0;183.2;0.0;10.0;90.0
2026-06-15T11:45;MI;273.1;90.4;273.1;0.0;182.7;0.0;182.7;0.0;182.7;0.0;10.0;90.0
2026-06-15T12:00;MI;274.1;91.3;274.1;0.0;182.9;0.0;182.9;0.0;182.9;0.0;10.0;90.0
2026-06-15T12:15;MI;275.1;92.5;275.1;0.0;182.6;0.0;182.6;0.0;182.6;0.0;10.0;90.0
2026-06-15T12:30;MI;276.1;94.2;276.1;0.0;181.8;0.0;181.8;0.0;181.8;0.0;10.0;90.0
2026-06-15T12:45;MI;276.9;93.8;276.9;0.0;183.1;0.0;183.1;0.0;183.1;0.0;10.0;90.0
2026-06-15T13:00;MI;277.8;94.1;277.8;0.0;183.7;0.0;183.7;0.0;183.7;0.0;10.0;90.0
2026-06-15T13:15;MI;278.5;94.1;278.5;0.0;184.4;0.0;184.4;0.0;184.4;0.0;10.0;90.0
2026-06-15T13:30;MI;279.2;91.4;279.2;0.0;187.9;0.0;187.9;0.0;187.9;0.0;10.0;90.0
2026-06-15T13:45;MI;279.8;89.0;279.8;0.0;190.8;0.0;190.8;0.0;190.8;0.0;10.0;90.0
2026-06-15T14:00;MI;280.3;88.0;280.3;0.0;192.3;0.0;192.3;0.0;192.3;0.0;10.0;90.0
2026-06-15T14:15;MI;280.8;88.1;280.8;0.0;192.7;0.0;192.7;0.0;192.7;0.0;10.0;90.0
2026-06-15T14:30;MI;281.1;88.4;281.1;0.0;192.7;0.0;192.7;0.0;192.7;0.0;10.0;90.0
2026-06-15T14:45;MI;281.3;85.6;281.3;0.0;195.7;0.0;195.7;0.0;195.7;0.0;10.0;90.0
2026-06-15T15:00;MI;281.4;82.0;281.4;0.0;199.3;0.0;199.3;0.0;199.3;0.0;10.0;90.0
2026-06-15T15:15;MI;281.4;79.1;281.4;0.0;202.2;0.0;202.2;0.0;202.2;0.0;10.0;90.0
2026-06-15T15:30;MI;281.2;76.6;281.2;0.0;204.7;0.0;204.7;0.0;204.7;0.0;10.0;90.0
2026-06-15T15:45;MI;281.0;73.8;281.0;0.0;207.2;0.0;207.2;0.0;207.2;0.0;10.0;90.0
2026-06-15T16:00;MI;280.6;70.3;280.6;0.0;210.3;0.0;210.3;0.0;210.3;0.0;10.0;90.0
2026-06-15T16:15;MI;280.0;66.2;280.0;0.0;213.8;0.0;213.8;0.0;213.8;0.0;10.0;90.0
2026-06-15T16:30;MI;279.3;61.9;279.3;0.0;217.5;0.0;217.5;0.0;217.5;0.0;10.0;90.0
2026-06-15T16:45;MI;278.5;57.8;278.5;0.0;220.7;0.0;220.7;0.0;220.7;0.0;10.0;90.0
2026-06-15T17:00;MI;277.6;54.2;277.6;0.0;223.4;0.0;223.4;0.0;223.4;0.0;10.0;90.0
2026-06-15T17:15;MI;276.6;50.8;276.6;0.0;225.8;0.0;225.8;0.0;225.8;0.0;10.0;90.0
2026-06-15T17:30;MI;275.5;47.6;275.5;0.0;228.0;0.0;228.0;0.0;228.0;0.0;10.0;90.0
2026-06-15T17:45;MI;274.3;41.9;274.3;0.0;232.4;0.0;232.4;0.0;232.4;0.0;10.0;90.0
2026-06-15T18:00;MI;273.1;36.5;273.1;0.0;236.6;0.0;236.6;0.0;236.6;0.0;10.0;90.0
2026-06-15T18:15;MI;271.7;31.6;271.7;0.0;240.1;0.0;240.1;0.0;240.1;0.0;10.0;90.0
2026-06-15T18:30;MI;270.3;27.3;270.3;0.0;242.9;0.0;242.9;0.0;242.9;0.0;10.0;90.0
2026-06-15T18:45;MI;268.8;23.6;268.8;0.0;245.2;0.0;245.2;0.0;245.2;0.0;10.0;90.0
2026-06-15T19:00;MI;267.3;20.1;267.3;0.0;247.2;0.0;247.2;0.0;247.2;0.0;10.0;90.0
2026-06-15T19:15;MI;265.7;16.4;265.7;0.0;249.4;0.0;249.4;0.0;249.4;0.0;10.0;90.0
2026-06-15T19:30;MI;264.1;12.2;264.1;0.0;251.9;0.0;251.9;0.0;251.9;0.0;10.0;90.0
2026-06-15T19:45;MI;262.4;8.4;262.4;0.0;254.0;0.0;254.0;0.0;254.0;0.0;10.0;90.0
2026-06-15T20:00;MI;260.7;5.0;260.7;0.0;255.6;0.0;255.6;0.0;255.6;0.0;10.0;90.0
2026-06-15T20:15;MI;258.9;2.0;258.9;0.0;256.8;0.0;256.8;0.0;256.1;0.0;10.0;89.9
2026-06-15T20:30;MI;257.0;0.0;257.0;0.0;257.0;0.0;257.0;0.0;256.1;0.0;10.0;89.8
2026-06-15T20:45;MI;255.1;0.0;255.1;0.0;255.1;0.0;255.1;0.0;255.1;0.0;10.0;89.8
2026-06-15T21:00;MI;253.2;0.0;253.2;0.0;253.2;0.0;253.2;0.0;253.2;0.0;10.0;89.8
2026-06-15T21:15;MI;251.2;0.0;251.2;0.0;251.2;0.0;251.2;0.0;251.2;0.0;10.0;89.8
2026-06-15T21:30;MI;249.2;0.0;249.2;0.0;249.2;0.0;249.2;0.0;249.2;0.0;10.0;89.8
2026-06-15T21:45;MI;247.2;0.0;247.2;0.0;247.2;0.0;247.2;0.0;247.2;0.0;10.0;89.8
2026-06-15T22:00;MI;245.2;0.0;245.2;0.0;245.2;0.0;245.2;0.0;245.2;0.0;10.0;89.8
2026-06-15T22:15;MI;243.2;0.0;243.2;0.0;243.2;0.0;243.2;0.0;243.2;0.0;10.0;89.8
2026-06-15T22:30;MI;241.3;0.0;241.3;0.0;241.3;0.0;241.3;0.0;241.3;0.0;10.0;89.8
2026-06-15T22:45;MI;239.5;0.0;239.5;0.0;239.5;0.0;239.5;0.0;241.1;0.0;10.0;90.0
2026-06-15T23:00;MI;237.7;0.0;237.7;0.0;237.7;0.0;237.7;0.0;238.1;0.0;10.0;90.0
2026-06-15T23:15;MI;236.1;0.0;236.1;0.0;236.1;0.0;236.1;0.0;236.1;0.0;10.0;90.0
2026-06-15T23:30;MI;234.6;0.0;234.6;0.0;234.6;0.0;234.6;0.0;234.6;0.0;10.0;90.0
2026-06-15T23:45;MI;233.3;0.0;233.3;0.0;233.3;0.0;233.3;0.0;233.3;0.0;10.0;90.0
2026-06-16T00:00;MI;230.1;0.0;230.1;0.0;230.1;0.0;230.1;0.0;230.1;0.0;10.0;90.0
2026-06-16T00:15;MI;229.1;0.0;229.1;0.0;229.1;0.0;229.1;0.0;229.1;0.0;10.0;90.0
2026-06-16T00:30;MI;228.3;0.0;228.3;0.0;228.3;0.0;228.3;0.0;228.3;0.0;10.0;90.0
2026-06-16T00:45;MI;227.6;0.0;227.6;0.0;227.6;0.0;227.6;0.0;227.6;0.0;10.0;90.0
2026-06-16T01:00;MI;227.1;0.0;227.1;0.0;227.1;0.0;227.1;0.0;227.1;0.0;10.0;90.0
2026-06-16T01:15;MI;226.7;0.0;226.7;0.0;226.7;0.0;226.7;0.0;226.7;0.0;10.0;90.0
2026-06-16T01:30;MI;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;10.0;90.0
2026-06-16T01:45;MI;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;10.0;90.0
2026-06-16T02:00;MI;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;10.0;90.0
2026-06-16T02:15;MI;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;226.4;0.0;10.0;90.0
2026-06-16T02:30;MI;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;10.0;90.0
2026-06-16T02:45;MI;226.7;0.0;226.7;0.0;226.7;0.0;226.7;0.0;226.7;0.0;10.0;90.0
2026-06-16T03:00;MI;226.9;0.0;226.9;0.0;226.9;0.0;226.9;0.0;226.9;0.0;10.0;90.0
2026-06-16T03:15;MI;227.1;0.0;227.1;0.0;227.1;0.0;227.1;0.0;227.1;0.0;10.0;90.0
2026-06-16T03:30;MI;227.3;0.0;227.3;0.0;227.3;0.0;227.3;0.0;227.3;0.0;10.0;90.0
2026-06-16T03:45;MI;227.6;0.0;227.6;0.0;227.6;0.0;227.6;0.0;227.6;0.0;10.0;90.0
2026-06-16T04:00;MI;227.9;0.0;227.9;0.0;227.9;0.0;227.9;0.0;227.9;0.0;10.0;90.0
2026-06-16T04:15;MI;228.3;0.0;228.3;0.0;228.3;0.0;228.3;0.0;228.3;0.0;10.0;90.0
2026-06-16T04:30;MI;228.7;0.0;228.7;0.0;228.7;0.0;228.7;0.0;228.7;0.0;10.0;90.0
2026-06-16T04:45;MI;229.2;0.0;229.2;0.0;229.2;0.0;229.2;0.0;229.2;0.0;10.0;90.0
2026-06-16T05:00;MI;229.8;0.0;229.8;0.0;229.8;0.0;229.8;0.0;229.8;0.0;10.0;90.0
2026-06-16T05:15;MI;230.5;0.0;230.5;0.0;230.5;0.0;230.5;0.0;230.5;0.0;10.0;90.0
2026-06-16T05:30;MI;231.3;0.0;231.3;0.0;231.3;0.0;231.3;0.0;231.3;0.0;10.0;90.0
2026-06-16T05:45;MI;232.3;0.6;232.3;0.0;231.7;0.0;231.7;0.0;231.7;0.0;10.0;90.0
2026-06-16T06:00;MI;233.4;1.4;233.4;0.0;232.0;0.0;232.0;0.0;232.0;0.0;10.0;90.0
2026-06-16T06:15;MI;234.6;3.0;234.6;0.0;231.7;0.0;231.7;0.0;231.7;0.0;10.0;90.0
2026-06-16T06:30;MI;236.0;6.2;236.0;0.0;229.8;0.0;229.8;0.0;229.8;0.0;10.0;90.0
2026-06-16T06:45;MI;237.4;11.6;237.4;0.0;225.8;0.0;225.8;0.0;225.8;0.0;10.0;90.0
2026-06-16T07:00;MI;239.0;11.0;239.0;0.0;228.0;0.0;228.0;0.0;228.0;0.0;10.0;90.0
2026-06-16T07:15;MI;240.7;11.5;240.7;0.0;229.2;0.0;229.2;0.0;229.2;0.0;10.0;90.0
2026-06-16T07:30;MI;242.4;15.2;242.4;0.0;227.2;0.0;227.2;0.0;227.2;0.0;10.0;90.0
2026-06-16T07:45;MI;244.3;23.0;244.3;0.0;221.3;0.0;221.3;0.0;221.3;0.0;10.0;90.0
2026-06-16T08:00;MI;246.1;21.3;246.1;0.0;224.8;0.0;224.8;0.0;224.8;0.0;10.0;90.0
2026-06-16T08:15;MI;247.9;17.8;247.9;0.0;230.1;0.0;230.1;0.0;230.1;0.0;10.0;90.0
2026-06-16T08:30;MI;249.7;17.8;249.7;0.0;231.9;0.0;231.9;0.0;231.9;0.0;10.0;90.0
2026-06-16T08:45;MI;251.5;22.3;251.5;0.0;229.1;0.0;229.1;0.0;229.1;0.0;10.0;90.0
2026-06-16T09:00;MI;253.2;29.2;253.2;0.0;224.0;0.0;224.0;0.0;224.0;0.0;10.0;90.0
2026-06-16T09:15;MI;254.9;35.9;254.9;0.0;218.9;0.0;218.9;0.0;218.9;0.0;10.0;90.0
2026-06-16T09:30;MI;256.5;41.6;256.5;0.0;214.8;0.0;214.8;0.0;214.8;0.0;10.0;90.0
2026-06-16T09:45;MI;258.0;46.7;258.0;0.0;211.2;0.0;211.2;0.0;211.2;0.0;10.0;90.0
2026-06-16T10:00;MI;259.5;49.8;259.5;0.0;209.6;0.0;209.6;0.0;209.6;0.0;10.0;90.0
2026-06-16T10:15;MI;260.9;47.3;260.9;0.0;213.6;0.0;213.6;0.0;213.6;0.0;10.0;90.0
2026-06-16T10:30;MI;262.2;43.5;262.2;0.0;218.7;0.0;218.7;0.0;218.7;0.0;10.0;90.0
2026-06-16T10:45;MI;263.5;41.9;263.5;0.0;221.6;0.0;221.6;0.0;221.6;0.0;10.0;90.0
2026-06-16T11:00;MI;264.8;45.6;264.8;0.0;219.2;0.0;219.2;0.0;219.2;0.0;10.0;90.0
2026-06-16T11:15;MI;266.0;53.0;266.0;0.0;213.0;0.0;213.0;0.0;213.0;0.0;10.0;90.0
2026-06-16T11:30;MI;267.3;59.2;267.3;0.0;208.1;0.0;208.1;0.0;208.1;0.0;10.0;90.0
2026-06-16T11:45;MI;268.4;61.2;268.4;0.0;207.2;0.0;207.2;0.0;207.2;0.0;10.0;90.0
2026-06-16T12:00;MI;269.6;59.9;269.6;0.0;209.7;0.0;209.7;0.0;209.7;0.0;10.0;90.0
2026-06-16T12:15;MI;270.7;56.8;270.7;0.0;213.9;0.0;213.9;0.0;213.9;0.0;10.0;90.0
2026-06-16T12:30;MI;271.8;52.6;271.8;0.0;219.2;0.0;219.2;0.0;219.2;0.0;10.0;90.0
2026-06-16T12:45;MI;272.9;49.2;272.9;0.0;223.7;0.0;223.7;0.0;223.7;0.0;10.0;90.0
2026-06-16T13:00;MI;274.0;49.2;274.0;0.0;224.8;0.0;224.8;0.0;224.8;0.0;10.0;90.0
2026-06-16T13:15;MI;275.0;53.1;275.0;0.0;221.9;0.0;221.9;0.0;221.9;0.0;10.0;90.0
2026-06-16T13:30;MI;275.9;58.4;275.9;0.0;217.5;0.0;217.5;0.0;217.5;0.0;10.0;90.0
2026-06-16T13:45;MI;276.8;63.6;276.8;0.0;213.2;0.0;213.2;0.0;213.2;0.0;10.0;90.0
2026-06-16T14:00;MI;277.6;62.0;277.6;0.0;215.6;0.0;215.6;0.0;215.6;0.0;10.0;90.0
2026-06-16T14:15;MI;278.3;54.3;278.3;0.0;224.0;0.0;224.0;0.0;224.0;0.0;10.0;90.0
2026-06-16T14:30;MI;278.9;48.5;278.9;0.0;230.4;0.0;230.4;0.0;230.4;0.0;10.0;90.0
2026-06-16T14:45;MI;279.4;47.7;279.4;0.0;231.7;0.0;231.7;0.0;231.7;0.0;10.0;90.0
2026-06-16T15:00;MI;279.8;51.4;279.8;0.0;228.4;0.0;228.4;0.0;228.4;0.0;10.0;90.0
2026-06-16T15:15;MI;280.0;55.3;280.0;0.0;224.7;0.0;224.7;0.0;224.7;0.0;10.0;90.0
2026-06-16T15:30;MI;280.0;55.9;280.0;0.0;224.1;0.0;224.1;0.0;224.1;0.0;10.0;90.0
2026-06-16T15:45;MI;279.8;53.5;279.8;0.0;226.4;0.0;226.4;0.0;226.4;0.0;10.0;90.0
2026-06-16T16:00;MI;279.5;50.4;279.5;0.0;229.1;0.0;229.1;0.0;229.1;0.0;10.0;90.0
2026-06-16T16:15;MI;278.9;45.2;278.9;0.0;233.8;0.0;233.8;0.0;233.8;0.0;10.0;90.0
2026-06-16T16:30;MI;278.2;39.7;278.2;0.0;238.5;0.0;238.5;0.0;238.5;0.0;10.0;90.0
2026-06-16T16:45;MI;277.2;36.8;277.2;0.0;240.5;0.0;240.5;0.0;240.5;0.0;10.0;90.0
2026-06-16T17:00;MI;276.1;37.5;276.1;0.0;238.6;0.0;238.6;0.0;238.6;0.0;10.0;90.0
2026-06-16T17:15;MI;274.8;33.3;274.8;0.0;241.5;0.0;241.5;0.0;241.5;0.0;10.0;90.0
2026-06-16T17:30;MI;273.4;23.8;273.4;0.0;249.6;0.0;249.6;0.0;249.6;0.0;10.0;90.0
2026-06-16T17:45;MI;271.8;16.1;271.8;0.0;255.7;0.0;255.7;0.0;255.7;0.0;10.0;90.0
2026-06-16T18:00;MI;270.1;12.0;270.1;0.0;258.1;0.0;258.1;0.0;256.1;0.0;10.0;89.7
